label,triplet,sentence,verb_id,object_id,object_text,count,train_count,eval_count,in_train
531,"(45, 77)",a photo of a person kissing a teddy bear,45,77,a photo of a teddy bear,3,3,0,True
143,"(110, 17)",a photo of a person walking a horse,110,17,a photo of a horse,94,94,0,True
77,"(26, 15)",a photo of a person feeding a cat,26,15,a photo of a cat,5,4,1,True
326,"(41, 10)",a photo of a person inspecting a fire hydrant,41,10,a photo of a fire hydrant,28,27,1,True
328,"(61, 10)",a photo of a person painting a fire hydrant,61,10,a photo of a fire hydrant,9,9,0,True
537,"(57, 38)",a photo of a person and a tennis racket,57,38,a photo of a tennis racket,28,28,0,True
417,"(57, 12)",a photo of a person and a parking meter,57,12,a photo of a parking meter,235,235,0,True
291,"(36, 74)",a photo of a person holding a clock,36,74,a photo of a clock,44,44,0,True
174,"(8, 18)",a photo of a person carrying a sheep,8,18,a photo of a sheep,21,21,0,True
178,"(39, 18)",a photo of a person hugging a sheep,39,18,a photo of a sheep,32,32,0,True
496,"(67, 32)",a photo of a person picking up a sports ball,67,32,a photo of a sports ball,10,10,0,True
176,"(34, 18)",a photo of a person herding a sheep,34,18,a photo of a sheep,366,366,0,True
183,"(110, 18)",a photo of a person walking a sheep,110,18,a photo of a sheep,120,120,0,True
124,"(107, 16)",a photo of a person training a dog,107,16,a photo of a dog,48,48,0,True
251,"(57, 73)",a photo of a person and a book,57,73,a photo of a book,198,198,0,True
565,"(97, 9)",a photo of a person stopping at a traffic light,97,9,a photo of a traffic light,23,23,0,True
567,"(17, 7)",a photo of a person directing a truck,17,7,a photo of a truck,25,22,3,True
242,"(57, 59)",a photo of a person and a bed,57,59,a photo of a bed,33,33,0,True
81,"(65, 15)",a photo of a person petting a cat,65,15,a photo of a cat,69,69,0,True
82,"(80, 15)",a photo of a person scratching a cat,80,15,a photo of a cat,49,49,0,True
0,"(4, 4)",a photo of a person boarding an airplane,4,4,a photo of an airplane,163,163,0,True
562,"(42, 9)",a photo of a person installing a traffic light,42,9,a photo of a traffic light,11,10,1,True
563,"(75, 9)",a photo of a person repairing a traffic light,75,9,a photo of a traffic light,15,15,0,True
344,"(65, 23)",a photo of a person petting a giraffe,65,23,a photo of a giraffe,23,23,0,True
409,"(41, 69)",a photo of a person inspecting an oven,41,69,a photo of an oven,77,77,0,True
484,"(48, 44)",a photo of a person licking a spoon,48,44,a photo of a spoon,92,92,0,True
486,"(85, 44)",a photo of a person sipping a spoon,85,44,a photo of a spoon,31,31,0,True
252,"(36, 45)",a photo of a person holding a bowl,36,45,a photo of a bowl,73,73,0,True
505,"(57, 11)",a photo of a person and a stop sign,57,11,a photo of a stop sign,41,41,0,True
29,"(112, 14)",a photo of a person watching a bird,112,14,a photo of a bird,396,396,0,True
57,"(25, 5)",a photo of a person exiting a bus,25,5,a photo of a bus,24,23,1,True
126,"(111, 16)",a photo of a person washing a dog,111,16,a photo of a dog,24,24,0,True
525,"(87, 37)",a photo of a person sitting on a surfboard,87,37,a photo of a surfboard,25,25,0,True
396,"(57, 64)",a photo of a person and a mouse,57,64,a photo of a mouse,41,41,0,True
65,"(4, 2)",a photo of a person boarding a car,4,2,a photo of a car,65,26,39,True
466,"(41, 30)",a photo of a person inspecting a skis,41,30,a photo of a skis,21,20,1,True
210,"(41, 24)",a photo of a person inspecting a backpack,41,24,a photo of a backpack,22,20,2,True
211,"(58, 24)",a photo of a person opening a backpack,58,24,a photo of a backpack,16,16,0,True
327,"(58, 10)",a photo of a person opening a fire hydrant,58,10,a photo of a fire hydrant,14,14,0,True
298,"(41, 41)",a photo of a person inspecting a cup,41,41,a photo of a cup,16,16,0,True
339,"(90, 29)",a photo of a person spinning a frisbee,90,29,a photo of a frisbee,15,15,0,True
318,"(37, 20)",a photo of a person hopping on an elephant,37,20,a photo of an elephant,15,14,1,True
273,"(8, 51)",a photo of a person carrying a carrot,8,51,a photo of a carrot,101,101,0,True
584,"(36, 75)",a photo of a person holding a vase,36,75,a photo of a vase,15,15,0,True
585,"(54, 75)",a photo of a person making a vase,54,75,a photo of a vase,17,17,0,True
586,"(61, 75)",a photo of a person painting a vase,61,75,a photo of a vase,1,1,0,True
332,"(95, 42)",a photo of a person sticking a fork,95,42,a photo of a fork,28,28,0,True
511,"(58, 28)",a photo of a person opening a suitcase,58,28,a photo of a suitcase,11,11,0,True
357,"(14, 52)",a photo of a person cooking a hot dog,14,52,a photo of a hot dog,110,110,0,True
243,"(41, 13)",a photo of a person inspecting a bench,41,13,a photo of a bench,14,13,1,True
258,"(23, 50)",a photo of a person eating a broccoli,23,50,a photo of a broccoli,45,45,0,True
259,"(36, 50)",a photo of a person holding a broccoli,36,50,a photo of a broccoli,45,45,0,True
422,"(23, 53)",a photo of a person eating a pizza,23,53,a photo of a pizza,121,121,0,True
512,"(60, 28)",a photo of a person packing a suitcase,60,28,a photo of a suitcase,29,29,0,True
595,"(26, 22)",a photo of a person feeding a zebra,26,22,a photo of a zebra,8,8,0,True
36,"(47, 8)",a photo of a person launching a boat,47,8,a photo of a boat,165,165,0,True
129,"(26, 17)",a photo of a person feeding a horse,26,17,a photo of a horse,22,22,0,True
542,"(70, 27)",a photo of a person pulling a tie,70,27,a photo of a tie,30,30,0,True
543,"(105, 27)",a photo of a person tying a tie,105,27,a photo of a tie,28,28,0,True
419,"(8, 53)",a photo of a person carrying a pizza,8,53,a photo of a pizza,77,77,0,True
214,"(7, 46)",a photo of a person buying a banana,7,46,a photo of a banana,9,9,0,True
513,"(67, 28)",a photo of a person picking up a suitcase,67,28,a photo of a suitcase,29,29,0,True
142,"(107, 17)",a photo of a person training a horse,107,17,a photo of a horse,88,88,0,True
368,"(1, 33)",a photo of a person assembling a kite,1,33,a photo of a kite,42,42,0,True
132,"(39, 17)",a photo of a person hugging a horse,39,17,a photo of a horse,26,26,0,True
464,"(8, 30)",a photo of a person carrying a skis,8,30,a photo of a skis,66,66,0,True
465,"(36, 30)",a photo of a person holding a skis,36,30,a photo of a skis,84,84,0,True
367,"(57, 66)",a photo of a person and a keyboard,57,66,a photo of a keyboard,96,96,0,True
468,"(67, 30)",a photo of a person picking up a skis,67,30,a photo of a skis,29,29,0,True
101,"(46, 19)",a photo of a person lassoing a cow,46,19,a photo of a cow,45,45,0,True
569,"(41, 7)",a photo of a person inspecting a truck,41,7,a photo of a truck,49,48,1,True
571,"(75, 7)",a photo of a person repairing a truck,75,7,a photo of a truck,19,19,0,True
322,"(111, 20)",a photo of a person washing an elephant,111,20,a photo of an elephant,51,51,0,True
392,"(57, 68)",a photo of a person and a microwave,57,68,a photo of a microwave,17,17,0,True
1,"(17, 4)",a photo of a person directing an airplane,17,4,a photo of an airplane,96,91,5,True
34,"(41, 8)",a photo of a person inspecting a boat,41,8,a photo of a boat,109,108,1,True
96,"(26, 19)",a photo of a person feeding a cow,26,19,a photo of a cow,10,8,2,True
209,"(36, 24)",a photo of a person holding a backpack,36,24,a photo of a backpack,80,80,0,True
46,"(8, 39)",a photo of a person carrying a bottle,8,39,a photo of a bottle,149,149,0,True
247,"(8, 73)",a photo of a person carrying a book,8,73,a photo of a book,125,125,0,True
302,"(27, 41)",a photo of a person filling a cup,27,41,a photo of a cup,50,50,0,True
408,"(36, 69)",a photo of a person holding an oven,36,69,a photo of an oven,13,13,0,True
590,"(85, 40)",a photo of a person sipping a wine glass,85,40,a photo of a wine glass,45,45,0,True
458,"(67, 36)",a photo of a person picking up a skateboard,67,36,a photo of a skateboard,56,56,0,True
554,"(87, 61)",a photo of a person sitting on a toilet,87,61,a photo of a toilet,55,55,0,True
186,"(4, 6)",a photo of a person boarding a train,4,6,a photo of a train,134,105,29,True
450,"(75, 71)",a photo of a person repairing a sink,75,71,a photo of a sink,12,12,0,True
50,"(48, 39)",a photo of a person licking a bottle,48,39,a photo of a bottle,7,7,0,True
407,"(12, 69)",a photo of a person cleaning an oven,12,69,a photo of an oven,4,4,0,True
355,"(57, 26)",a photo of a person and a handbag,57,26,a photo of a handbag,37,37,0,True
494,"(41, 32)",a photo of a person inspecting a sports ball,41,32,a photo of a sports ball,96,95,1,True
95,"(57, 57)",a photo of a person and a couch,57,57,a photo of a couch,48,48,0,True
30,"(57, 14)",a photo of a person and a bird,57,14,a photo of a bird,72,72,0,True
301,"(89, 41)",a photo of a person smelling a cup,89,41,a photo of a cup,35,35,0,True
122,"(80, 16)",a photo of a person scratching a dog,80,16,a photo of a dog,83,83,0,True
51,"(58, 39)",a photo of a person opening a bottle,58,39,a photo of a bottle,15,15,0,True
28,"(74, 14)",a photo of a person releasing a bird,74,14,a photo of a bird,16,16,0,True
561,"(57, 79)",a photo of a person and a toothbrush,57,79,a photo of a toothbrush,19,19,0,True
5,"(52, 4)",a photo of a person loading an airplane,52,4,a photo of an airplane,72,72,0,True
361,"(54, 52)",a photo of a person making a hot dog,54,52,a photo of a hot dog,50,50,0,True
269,"(51, 55)",a photo of a person lighting a cake,51,55,a photo of a cake,30,30,0,True
352,"(8, 26)",a photo of a person carrying a handbag,8,26,a photo of a handbag,71,71,0,True
438,"(8, 48)",a photo of a person carrying a sandwich,8,48,a photo of a sandwich,26,26,0,True
31,"(4, 8)",a photo of a person boarding a boat,4,8,a photo of a boat,106,101,5,True
136,"(37, 17)",a photo of a person hopping on a horse,37,17,a photo of a horse,8,8,0,True
144,"(111, 17)",a photo of a person washing a horse,111,17,a photo of a horse,26,26,0,True
373,"(47, 33)",a photo of a person launching a kite,47,33,a photo of a kite,140,140,0,True
100,"(45, 19)",a photo of a person kissing a cow,45,19,a photo of a cow,5,5,0,True
503,"(94, 11)",a photo of a person standing under a stop sign,94,11,a photo of a stop sign,10,10,0,True
181,"(76, 18)",a photo of a person riding a sheep,76,18,a photo of a sheep,1,1,0,True
172,"(38, 58)",a photo of a person hosing a potted plant,38,58,a photo of a potted plant,8,8,0,True
207,"(57, 47)",a photo of a person and an apple,57,47,a photo of an apple,44,44,0,True
188,"(25, 6)",a photo of a person exiting a train,25,6,a photo of a train,5,4,1,True
532,"(57, 77)",a photo of a person and a teddy bear,57,77,a photo of a teddy bear,131,131,0,True
107,"(12, 60)",a photo of a person cleaning a dining table,12,60,a photo of a dining table,5,5,0,True
399,"(23, 49)",a photo of a person eating an orange,23,49,a photo of an orange,2,2,0,True
400,"(36, 49)",a photo of a person holding an orange,36,49,a photo of an orange,33,33,0,True
206,"(111, 47)",a photo of a person washing an apple,111,47,a photo of an apple,2,2,0,True
59,"(52, 5)",a photo of a person loading a bus,52,5,a photo of a bus,65,65,0,True
236,"(40, 21)",a photo of a person hunting a bear,40,21,a photo of a bear,57,56,1,True
119,"(45, 16)",a photo of a person kissing a dog,45,16,a photo of a dog,20,20,0,True
180,"(65, 18)",a photo of a person petting a sheep,65,18,a photo of a sheep,24,24,0,True
102,"(55, 19)",a photo of a person milking a cow,55,19,a photo of a cow,32,32,0,True
420,"(14, 53)",a photo of a person cooking a pizza,14,53,a photo of a pizza,35,35,0,True
14,"(37, 1)",a photo of a person hopping on a bicycle,37,1,a photo of a bicycle,28,25,3,True
549,"(57, 70)",a photo of a person and a toaster,57,70,a photo of a toaster,2,2,0,True
313,"(26, 20)",a photo of a person feeding an elephant,26,20,a photo of an elephant,40,39,1,True
510,"(52, 28)",a photo of a person loading a suitcase,52,28,a photo of a suitcase,11,10,1,True
272,"(57, 55)",a photo of a person and a cake,57,55,a photo of a cake,177,177,0,True
161,"(31, 0)",a photo of a person greeting a person,31,0,a photo of a person,18,18,0,True
198,"(7, 47)",a photo of a person buying an apple,7,47,a photo of an apple,7,7,0,True
550,"(12, 61)",a photo of a person cleaning a toilet,12,61,a photo of a toilet,7,7,0,True
556,"(111, 61)",a photo of a person washing a toilet,111,61,a photo of a toilet,5,5,0,True
253,"(96, 45)",a photo of a person stirring a bowl,96,45,a photo of a bowl,34,34,0,True
485,"(111, 44)",a photo of a person washing a spoon,111,44,a photo of a spoon,1,1,0,True
324,"(57, 20)",a photo of a person and an elephant,57,20,a photo of an elephant,11,11,0,True
145,"(57, 17)",a photo of a person and a horse,57,17,a photo of a horse,50,50,0,True
397,"(7, 49)",a photo of a person buying an orange,7,49,a photo of an orange,1,1,0,True
401,"(41, 49)",a photo of a person inspecting an orange,41,49,a photo of an orange,1,1,0,True
386,"(75, 63)",a photo of a person repairing a laptop,75,63,a photo of a laptop,14,14,0,True
410,"(58, 69)",a photo of a person opening an oven,58,69,a photo of an oven,5,5,0,True
52,"(69, 39)",a photo of a person pouring a bottle,69,39,a photo of a bottle,23,23,0,True
343,"(45, 23)",a photo of a person kissing a giraffe,45,23,a photo of a giraffe,12,12,0,True
364,"(12, 66)",a photo of a person cleaning a keyboard,12,66,a photo of a keyboard,3,3,0,True
15,"(62, 1)",a photo of a person parking a bicycle,62,1,a photo of a bicycle,17,17,0,True
71,"(52, 2)",a photo of a person loading a car,52,2,a photo of a car,20,20,0,True
270,"(54, 55)",a photo of a person making a cake,54,55,a photo of a cake,20,11,9,True
460,"(87, 36)",a photo of a person sitting on a skateboard,87,36,a photo of a skateboard,22,22,0,True
553,"(75, 61)",a photo of a person repairing a toilet,75,61,a photo of a toilet,15,15,0,True
99,"(39, 19)",a photo of a person hugging a cow,39,19,a photo of a cow,5,5,0,True
519,"(41, 37)",a photo of a person inspecting a surfboard,41,37,a photo of a surfboard,16,15,1,True
381,"(48, 43)",a photo of a person licking a knife,48,43,a photo of a knife,5,5,0,True
487,"(57, 44)",a photo of a person and a spoon,57,44,a photo of a spoon,94,94,0,True
149,"(37, 3)",a photo of a person hopping on a motorcycle,37,3,a photo of a motorcycle,4,3,1,True
165,"(92, 0)",a photo of a person stabbing a person,92,0,a photo of a person,5,5,0,True
58,"(41, 5)",a photo of a person inspecting a bus,41,5,a photo of a bus,28,27,1,True
184,"(111, 18)",a photo of a person washing a sheep,111,18,a photo of a sheep,5,5,0,True
116,"(38, 16)",a photo of a person hosing a dog,38,16,a photo of a dog,21,21,0,True
436,"(99, 65)",a photo of a person swinging a remote,99,65,a photo of a remote,3,3,0,True
382,"(57, 43)",a photo of a person and a knife,57,43,a photo of a knife,37,37,0,True
43,"(105, 8)",a photo of a person tying a boat,105,8,a photo of a boat,40,40,0,True
474,"(0, 31)",a photo of a person adjusting a snowboard,0,31,a photo of a snowboard,8,5,3,True
192,"(111, 6)",a photo of a person washing a train,111,6,a photo of a train,8,8,0,True
195,"(75, 62)",a photo of a person repairing a tv,75,62,a photo of a tv,3,3,0,True
27,"(65, 14)",a photo of a person petting a bird,65,14,a photo of a bird,5,5,0,True
24,"(10, 14)",a photo of a person chasing a bird,10,14,a photo of a bird,36,36,0,True
325,"(39, 10)",a photo of a person hugging a fire hydrant,39,10,a photo of a fire hydrant,1,1,0,True
22,"(111, 1)",a photo of a person washing a bicycle,111,1,a photo of a bicycle,2,2,0,True
592,"(48, 40)",a photo of a person licking a wine glass,48,40,a photo of a wine glass,1,1,0,True
581,"(82, 25)",a photo of a person setting a umbrella,82,25,a photo of a umbrella,9,9,0,True
315,"(38, 20)",a photo of a person hosing an elephant,38,20,a photo of an elephant,3,2,1,True
545,"(57, 27)",a photo of a person and a tie,57,27,a photo of a tie,159,159,0,True
305,"(7, 54)",a photo of a person buying a donut,7,54,a photo of a donut,10,10,0,True
33,"(25, 8)",a photo of a person exiting a boat,25,8,a photo of a boat,40,39,1,True
220,"(64, 46)",a photo of a person peeling a banana,64,46,a photo of a banana,8,8,0,True
254,"(111, 45)",a photo of a person washing a bowl,111,45,a photo of a bowl,3,3,0,True
391,"(59, 68)",a photo of a person operating a microwave,59,68,a photo of a microwave,6,6,0,True
482,"(57, 31)",a photo of a person and a snowboard,57,31,a photo of a snowboard,3,3,0,True
574,"(111, 7)",a photo of a person washing a truck,111,7,a photo of a truck,13,13,0,True
135,"(52, 17)",a photo of a person loading a horse,52,17,a photo of a horse,1,1,0,True
520,"(43, 37)",a photo of a person jumping a surfboard,43,37,a photo of a surfboard,3,3,0,True
440,"(15, 48)",a photo of a person cutting a sandwich,15,48,a photo of a sandwich,3,3,0,True
443,"(54, 48)",a photo of a person making a sandwich,54,48,a photo of a sandwich,12,12,0,True
317,"(45, 20)",a photo of a person kissing an elephant,45,20,a photo of an elephant,2,2,0,True
541,"(41, 27)",a photo of a person inspecting a tie,41,27,a photo of a tie,14,13,1,True
121,"(78, 16)",a photo of a person running a dog,78,16,a photo of a dog,20,20,0,True
127,"(10, 16)",a photo of a person chasing a dog,10,16,a photo of a dog,3,3,0,True
596,"(36, 22)",a photo of a person holding a zebra,36,22,a photo of a zebra,2,2,0,True
580,"(75, 25)",a photo of a person repairing a umbrella,75,25,a photo of a umbrella,9,9,0,True
551,"(29, 61)",a photo of a person flushing a toilet,29,61,a photo of a toilet,1,1,0,True
62,"(111, 5)",a photo of a person washing a bus,111,5,a photo of a bus,6,6,0,True
151,"(71, 3)",a photo of a person pushing a motorcycle,71,3,a photo of a motorcycle,12,12,0,True
535,"(41, 38)",a photo of a person inspecting a tennis racket,41,38,a photo of a tennis racket,2,1,1,True
404,"(91, 49)",a photo of a person squeezing an orange,91,49,a photo of an orange,7,7,0,True
255,"(48, 45)",a photo of a person licking a bowl,48,45,a photo of a bowl,3,2,1,True
451,"(111, 71)",a photo of a person washing a sink,111,71,a photo of a sink,8,8,0,True
463,"(0, 30)",a photo of a person adjusting a skis,0,30,a photo of a skis,9,5,4,True
469,"(75, 30)",a photo of a person repairing a skis,75,30,a photo of a skis,5,5,0,True
55,"(17, 5)",a photo of a person directing a bus,17,5,a photo of a bus,11,6,5,True
426,"(88, 53)",a photo of a person sliding a pizza,88,53,a photo of a pizza,3,3,0,True
231,"(57, 34)",a photo of a person and a baseball bat,57,34,a photo of a baseball bat,49,49,0,True
412,"(59, 69)",a photo of a person operating an oven,59,69,a photo of an oven,23,23,0,True
104,"(76, 19)",a photo of a person riding a cow,76,19,a photo of a cow,6,6,0,True
257,"(15, 50)",a photo of a person cutting a broccoli,15,50,a photo of a broccoli,1,1,0,True
8,"(111, 4)",a photo of a person washing an airplane,111,4,a photo of an airplane,4,4,0,True
66,"(17, 2)",a photo of a person directing a car,17,2,a photo of a car,8,1,7,True
390,"(58, 68)",a photo of a person opening a microwave,58,68,a photo of a microwave,4,4,0,True
354,"(41, 26)",a photo of a person inspecting a handbag,41,26,a photo of a handbag,6,5,1,True
526,"(111, 37)",a photo of a person washing a surfboard,111,37,a photo of a surfboard,1,1,0,True
449,"(12, 71)",a photo of a person cleaning a sink,12,71,a photo of a sink,2,2,0,True
279,"(89, 51)",a photo of a person smelling a carrot,89,51,a photo of a carrot,1,1,0,True
292,"(75, 74)",a photo of a person repairing a clock,75,74,a photo of a clock,6,6,0,True
293,"(82, 74)",a photo of a person setting a clock,82,74,a photo of a clock,11,11,0,True
170,"(8, 58)",a photo of a person carrying a potted plant,8,58,a photo of a potted plant,10,10,0,True
171,"(36, 58)",a photo of a person holding a potted plant,36,58,a photo of a potted plant,10,10,0,True
439,"(14, 48)",a photo of a person cooking a sandwich,14,48,a photo of a sandwich,1,1,0,True
564,"(94, 9)",a photo of a person standing under a traffic light,94,9,a photo of a traffic light,21,21,0,True
547,"(59, 70)",a photo of a person operating a toaster,59,70,a photo of a toaster,2,2,0,True
599,"(57, 22)",a photo of a person and a zebra,57,22,a photo of a zebra,2,2,0,True
431,"(56, 72)",a photo of a person moving a refrigerator,56,72,a photo of a refrigerator,4,4,0,True
406,"(57, 49)",a photo of a person and an orange,57,49,a photo of an orange,125,125,0,True
517,"(18, 37)",a photo of a person dragging a surfboard,18,37,a photo of a surfboard,6,6,0,True
303,"(111, 41)",a photo of a person washing a cup,111,41,a photo of a cup,1,1,0,True
416,"(75, 12)",a photo of a person repairing a parking meter,75,12,a photo of a parking meter,1,1,0,True
189,"(52, 6)",a photo of a person loading a train,52,6,a photo of a train,2,2,0,True
205,"(89, 47)",a photo of a person smelling an apple,89,47,a photo of an apple,2,2,0,True
158,"(111, 3)",a photo of a person washing a motorcycle,111,3,a photo of a motorcycle,3,3,0,True
80,"(45, 15)",a photo of a person kissing a cat,45,15,a photo of a cat,6,6,0,True
289,"(57, 67)",a photo of a person and a cell phone,57,67,a photo of a cell phone,1,1,0,True
260,"(89, 50)",a photo of a person smelling a broccoli,89,50,a photo of a broccoli,1,1,0,True
597,"(65, 22)",a photo of a person petting a zebra,65,22,a photo of a zebra,4,4,0,True
274,"(14, 51)",a photo of a person cooking a carrot,14,51,a photo of a carrot,4,4,0,True
286,"(75, 67)",a photo of a person repairing a cell phone,75,67,a photo of a cell phone,1,1,0,True
229,"(104, 34)",a photo of a person throwing a baseball bat,104,34,a photo of a baseball bat,2,2,0,True
429,"(12, 72)",a photo of a person cleaning a refrigerator,12,72,a photo of a refrigerator,2,2,0,True
403,"(66, 49)",a photo of a person picking an orange,66,49,a photo of an orange,2,2,0,True
504,"(97, 11)",a photo of a person stopping at a stop sign,97,11,a photo of a stop sign,1,1,0,True
499,"(90, 32)",a photo of a person spinning a sports ball,90,32,a photo of a sports ball,1,1,0,True
113,"(26, 16)",a photo of a person feeding a dog,26,16,a photo of a dog,14,12,2,True
118,"(41, 16)",a photo of a person inspecting a dog,41,16,a photo of a dog,19,18,1,True
166,"(100, 0)",a photo of a person tagging a person,100,0,a photo of a person,1,1,0,True
280,"(96, 51)",a photo of a person stirring a carrot,96,51,a photo of a carrot,1,1,0,True
311,"(89, 54)",a photo of a person smelling a donut,89,54,a photo of a donut,1,1,0,True
498,"(84, 32)",a photo of a person signing a sports ball,84,32,a photo of a sports ball,1,1,0,True
44,"(111, 8)",a photo of a person washing a boat,111,8,a photo of a boat,2,2,0,True
548,"(75, 70)",a photo of a person repairing a toaster,75,70,a photo of a toaster,1,1,0,True
114,"(33, 16)",a photo of a person grooming a dog,33,16,a photo of a dog,11,11,0,True
539,"(15, 27)",a photo of a person cutting a tie,15,27,a photo of a tie,1,1,0,True
333,"(48, 42)",a photo of a person licking a fork,48,42,a photo of a fork,6,6,0,True
398,"(15, 49)",a photo of a person cutting an orange,15,49,a photo of an orange,3,3,0,True
578,"(53, 25)",a photo of a person losing a umbrella,53,25,a photo of a umbrella,6,6,0,True
222,"(89, 46)",a photo of a person smelling a banana,89,46,a photo of a banana,3,3,0,True
379,"(111, 43)",a photo of a person washing a knife,111,43,a photo of a knife,1,1,0,True
63,"(113, 5)",a photo of a person waving a bus,113,5,a photo of a bus,1,1,0,True
216,"(15, 46)",a photo of a person cutting a banana,15,46,a photo of a banana,4,4,0,True
281,"(111, 51)",a photo of a person washing a carrot,111,51,a photo of a carrot,3,3,0,True
112,"(22, 16)",a photo of a person drying a dog,22,16,a photo of a dog,5,2,3,True
546,"(36, 70)",a photo of a person holding a toaster,36,70,a photo of a toaster,2,2,0,True
402,"(64, 49)",a photo of a person peeling an orange,64,49,a photo of an orange,1,1,0,True
514,"(116, 28)",a photo of a person zipping a suitcase,116,28,a photo of a suitcase,1,1,0,True
351,"(57, 78)",a photo of a person and a hair drier,57,78,a photo of a hair drier,1,1,0,True
509,"(39, 28)",a photo of a person hugging a suitcase,39,28,a photo of a suitcase,3,1,2,True
35,"(43, 8)",a photo of a person jumping a boat,43,8,a photo of a boat,10,10,0,True
90,"(93, 56)",a photo of a person standing on a chair,93,56,a photo of a chair,1,1,0,True
179,"(45, 18)",a photo of a person kissing a sheep,45,18,a photo of a sheep,1,1,0,True
239,"(12, 59)",a photo of a person cleaning a bed,12,59,a photo of a bed,2,2,0,True
261,"(96, 50)",a photo of a person stirring a broccoli,96,50,a photo of a broccoli,1,1,0,True
418,"(7, 53)",a photo of a person buying a pizza,7,53,a photo of a pizza,1,1,0,True
427,"(89, 53)",a photo of a person smelling a pizza,89,53,a photo of a pizza,1,1,0,True
84,"(10, 15)",a photo of a person chasing a cat,10,15,a photo of a cat,1,1,0,True
227,"(84, 34)",a photo of a person signing a baseball bat,84,34,a photo of a baseball bat,1,1,0,True
238,"(57, 21)",a photo of a person and a bear,57,21,a photo of a bear,2,2,0,True
262,"(111, 50)",a photo of a person washing a broccoli,111,50,a photo of a broccoli,1,1,0,True
334,"(111, 42)",a photo of a person washing a fork,111,42,a photo of a fork,2,2,0,True
345,"(76, 23)",a photo of a person riding a giraffe,76,23,a photo of a giraffe,1,1,0,True
350,"(75, 78)",a photo of a person repairing a hair drier,75,78,a photo of a hair drier,2,2,0,True
389,"(12, 68)",a photo of a person cleaning a microwave,12,68,a photo of a microwave,1,1,0,True
405,"(111, 49)",a photo of a person washing an orange,111,49,a photo of an orange,2,2,0,True
522,"(52, 37)",a photo of a person loading a surfboard,52,37,a photo of a surfboard,2,2,0,True
552,"(58, 61)",a photo of a person opening a toilet,58,61,a photo of a toilet,3,3,0,True
555,"(93, 61)",a photo of a person standing on a toilet,93,61,a photo of a toilet,3,3,0,True
560,"(111, 79)",a photo of a person washing a toothbrush,111,79,a photo of a toothbrush,1,1,0,True
593,"(111, 40)",a photo of a person washing a wine glass,111,40,a photo of a wine glass,1,1,0,True
70,"(43, 2)",a photo of a person jumping a car,43,2,a photo of a car,1,1,0,True
395,"(75, 64)",a photo of a person repairing a mouse,75,64,a photo of a mouse,1,1,0,True
-1,"(0, 1)",A photo of unseen interaction.,0,1,a photo of a bicycle,9546,0,9546,False
-1,"(2, 1)",A photo of unseen interaction.,2,1,a photo of a bicycle,1031,0,1031,False
-1,"(2, 3)",A photo of unseen interaction.,2,3,a photo of a motorcycle,5711,0,5711,False
-1,"(3, 4)",A photo of unseen interaction.,3,4,a photo of an airplane,325,0,325,False
-1,"(5, 4)",A photo of unseen interaction.,5,4,a photo of an airplane,142,0,142,False
-1,"(6, 7)",A photo of unseen interaction.,6,7,a photo of a truck,1556,0,1556,False
-1,"(8, 9)",A photo of unseen interaction.,8,9,a photo of a traffic light,863,0,863,False
-1,"(3, 1)",A photo of unseen interaction.,3,1,a photo of a bicycle,535,0,535,False
-1,"(4, 1)",A photo of unseen interaction.,4,1,a photo of a bicycle,383,0,383,False
-1,"(5, 6)",A photo of unseen interaction.,5,6,a photo of a train,235,0,235,False
-1,"(0, 2)",A photo of unseen interaction.,0,2,a photo of a car,322,0,322,False
-1,"(0, 3)",A photo of unseen interaction.,0,3,a photo of a motorcycle,159,0,159,False
-1,"(0, 4)",A photo of unseen interaction.,0,4,a photo of an airplane,97,0,97,False
-1,"(5, 1)",A photo of unseen interaction.,5,1,a photo of a bicycle,252,0,252,False
-1,"(5, 2)",A photo of unseen interaction.,5,2,a photo of a car,34,0,34,False
-1,"(5, 3)",A photo of unseen interaction.,5,3,a photo of a motorcycle,133,0,133,False
-1,"(6, 1)",A photo of unseen interaction.,6,1,a photo of a bicycle,173,0,173,False
-1,"(6, 2)",A photo of unseen interaction.,6,2,a photo of a car,29,0,29,False
-1,"(6, 3)",A photo of unseen interaction.,6,3,a photo of a motorcycle,96,0,96,False
-1,"(6, 4)",A photo of unseen interaction.,6,4,a photo of an airplane,30,0,30,False
-1,"(7, 1)",A photo of unseen interaction.,7,1,a photo of a bicycle,137,0,137,False
-1,"(7, 2)",A photo of unseen interaction.,7,2,a photo of a car,28,0,28,False
-1,"(7, 3)",A photo of unseen interaction.,7,3,a photo of a motorcycle,85,0,85,False
-1,"(7, 4)",A photo of unseen interaction.,7,4,a photo of an airplane,22,0,22,False
-1,"(6, 8)",A photo of unseen interaction.,6,8,a photo of a boat,14,0,14,False
-1,"(10, 11)",A photo of unseen interaction.,10,11,a photo of a stop sign,590,0,590,False
-1,"(12, 13)",A photo of unseen interaction.,12,13,a photo of a bench,401,0,401,False
-1,"(4, 3)",A photo of unseen interaction.,4,3,a photo of a motorcycle,257,0,257,False
-1,"(10, 9)",A photo of unseen interaction.,10,9,a photo of a traffic light,42,0,42,False
-1,"(11, 9)",A photo of unseen interaction.,11,9,a photo of a traffic light,33,0,33,False
